season,division,date,home,away,home_goals,away_goals,favorite_side,favorite_fair_probability,one_x_two_source,favorite_ah_line,favorite_ah_price,ah_source,ou_line,over_price,under_price,ou_source
2021,E0,2021-01-26,West Brom,Man City,0,5,A,0.8014799303562186,Bet365,-2.0,2.07,Bet365,2.5,1.57,2.42,Bet365
2021,E0,2021-01-27,Burnley,Aston Villa,3,2,A,0.4790635867567644,Bet365,-0.5,2.02,Bet365,2.5,1.9,1.92,Bet365
2021,E0,2021-01-27,Brighton,Fulham,0,0,H,0.46539021612191644,Bet365,-0.5,2.05,Bet365,2.5,2.17,1.71,Bet365
2021,E0,2021-01-27,Everton,Leicester,1,1,A,0.3669269098351172,Bet365,-0.0,1.89,Bet365,2.5,2.03,1.8,Bet365
2021,E0,2021-01-27,Man United,Sheffield United,1,2,H,0.7483669142047561,Bet365,-1.5,1.93,Bet365,2.5,1.66,2.24,Bet365
2021,I1,2021-01-29,Torino,Fiorentina,1,1,H,0.35177814867120294,Bet365,0.0,1.93,Bet365,2.5,2.16,1.7,Bet365
2021,F1,2021-01-29,Lyon,Bordeaux,2,1,H,0.7232684411129828,Bet365,-1.5,1.87,Bet365,2.5,1.44,2.76,Bet365
2021,E0,2021-01-30,Everton,Newcastle,0,2,H,0.603820919975717,Bet365,-1.0,2.07,Bet365,2.5,1.99,1.84,Bet365
2021,SP1,2021-01-30,Eibar,Sevilla,0,2,A,0.47082443308858407,Bet365,-0.5,2.07,Bet365,2.5,2.34,1.6,Bet365
2021,I1,2021-01-30,Bologna,Milan,1,2,A,0.513655210908221,Bet365,-0.5,1.9,Bet365,2.5,1.72,2.13,Bet365
2021,D1,2021-01-30,Bayern Munich,Hoffenheim,4,1,H,0.7705836549166315,Bet365,-2.0,2.0,Bet365,2.5,1.21,4.3,Bet365
2021,D1,2021-01-30,Werder Bremen,Schalke 04,1,1,H,0.4900045907933726,Bet365,-0.5,1.98,Bet365,2.5,1.92,1.89,Bet365
2021,E0,2021-01-30,Crystal Palace,Wolves,1,0,A,0.36714867600809836,Bet365,-0.0,1.8,Bet365,2.5,2.46,1.56,Bet365
2021,SP1,2021-01-30,Real Madrid,Levante,1,2,H,0.7077777155610306,Bet365,-1.5,1.97,Bet365,2.5,1.43,2.8,Bet365
2021,F1,2021-01-30,Montpellier,Lens,1,2,A,0.37341642128329794,Bet365,-0.0,1.83,Bet365,2.5,2.04,1.78,Bet365
2021,I1,2021-01-30,Sampdoria,Juventus,0,2,A,0.6414993231653908,Bet365,-1.0,1.75,Bet365,2.5,1.62,2.3,Bet365
2021,E0,2021-01-30,Arsenal,Man United,0,0,A,0.3822837957903179,Bet365,-0.0,1.81,Bet365,2.5,1.82,2.01,Bet365
2021,D1,2021-01-30,RB Leipzig,Leverkusen,1,0,H,0.495390119719279,Bet365,-0.5,1.95,Bet365,2.5,1.7,2.16,Bet365
2021,E0,2021-01-31,Chelsea,Burnley,2,0,H,0.7146949669327974,Bet365,-1.5,2.0,Bet365,2.5,1.74,2.11,Bet365
2021,SP1,2021-01-31,Getafe,Alaves,0,0,H,0.4895461499235085,Bet365,-0.5,2.0,Bet365,2.5,2.61,1.48,Bet365
2021,I1,2021-01-31,Crotone,Genoa,0,3,A,0.38248111912806887,Bet365,-0.0,1.81,Bet365,2.5,2.08,1.75,Bet365
2021,SP1,2021-01-31,Cadiz,Ath Madrid,2,4,A,0.6467800406064959,Bet365,-1.0,1.89,Bet365,2.5,2.34,1.6,Bet365
2021,D1,2021-01-31,Wolfsburg,Freiburg,3,0,H,0.5147755259833965,Bet365,-0.5,1.88,Bet365,2.5,1.71,2.14,Bet365
2021,I1,2021-01-31,Napoli,Parma,2,0,H,0.727383659353872,Bet365,-1.5,1.99,Bet365,2.5,1.54,2.46,Bet365
2021,SP1,2021-01-31,Granada,Celta,0,0,A,0.3573308860820634,Bet365,-0.0,1.94,Bet365,2.5,2.18,1.69,Bet365
2021,F1,2021-01-31,Nantes,Monaco,1,2,A,0.5245916690986716,Bet365,-0.5,1.87,Bet365,2.5,1.8,2.01,Bet365
2021,SP1,2021-02-01,Betis,Osasuna,1,0,H,0.5047552499235733,Bet365,-0.5,1.91,Bet365,2.5,1.99,1.82,Bet365
2021,E0,2021-02-02,Sheffield United,West Brom,2,1,H,0.4683848247158637,Bet365,-0.5,2.1,Bet365,2.5,2.28,1.64,Bet365
2021,E0,2021-02-02,Newcastle,Crystal Palace,1,2,A,0.3651366498966313,Bet365,-0.0,1.85,Bet365,2.5,2.26,1.65,Bet365
2021,F1,2021-02-03,Metz,Montpellier,1,1,H,0.370589338574073,Bet365,0.0,1.82,Bet365,2.5,2.24,1.65,Bet365
2021,F1,2021-02-03,Reims,Angers,0,0,H,0.3595011905638609,Bet365,0.0,1.87,Bet365,2.5,2.53,1.51,Bet365
2021,F1,2021-02-03,Rennes,Lorient,1,1,H,0.5907497349934182,Bet365,-1.0,2.1,Bet365,2.5,1.94,1.87,Bet365
2021,E0,2021-02-03,Fulham,Leicester,0,2,A,0.48615198169616886,Bet365,-0.5,1.99,Bet365,2.5,2.0,1.83,Bet365
2021,E0,2021-02-03,Leeds,Everton,1,2,H,0.38780394000256396,Bet365,0.0,1.87,Bet365,2.5,1.65,2.26,Bet365
2021,F1,2021-02-03,Dijon,Lyon,0,1,A,0.7030566143155772,Bet365,-1.5,2.0,Bet365,2.5,1.59,2.34,Bet365
2021,F1,2021-02-03,Monaco,Nice,2,1,H,0.6346174998625088,Bet365,-1.0,1.83,Bet365,2.5,1.61,2.31,Bet365
2021,F1,2021-02-03,Paris SG,Nimes,3,0,H,0.886777460925637,Bet365,-3.0,2.07,Bet365,2.5,1.22,4.18,Bet365
2021,E0,2021-02-03,Liverpool,Brighton,0,1,H,0.7030720118067921,Bet365,-1.5,2.05,Bet365,2.5,1.63,2.3,Bet365
2021,D1,2021-02-05,Hertha,Bayern Munich,0,1,A,0.6932908021298373,Bet365,-1.5,2.09,Bet365,2.5,1.33,3.28,Bet365
2021,I1,2021-02-05,Fiorentina,Inter,0,2,A,0.6221688763802088,Bet365,-1.0,1.94,Bet365,2.5,1.83,1.98,Bet365
2021,SP1,2021-02-05,Alaves,Valladolid,1,0,H,0.36814244465832535,Bet365,0.0,1.81,Bet365,2.5,2.48,1.54,Bet365
2021,E0,2021-02-06,Aston Villa,Arsenal,1,0,A,0.37424327111558964,Bet365,-0.0,1.86,Bet365,2.5,1.69,2.19,Bet365
2021,I1,2021-02-06,Sassuolo,Spezia,1,2,H,0.519728202280226,Bet365,-0.5,1.87,Bet365,2.5,1.59,2.35,Bet365
2021,D1,2021-02-06,Freiburg,Dortmund,2,1,A,0.59183135208455,Bet365,-1.0,2.04,Bet365,2.5,1.51,2.54,Bet365
2021,D1,2021-02-06,Leverkusen,Stuttgart,5,2,H,0.48094662510337804,Bet365,-0.5,2.01,Bet365,2.5,1.53,2.5,Bet365
2021,D1,2021-02-06,Schalke 04,RB Leipzig,0,3,A,0.7190661478599221,Bet365,-1.5,1.94,Bet365,2.5,1.55,2.44,Bet365
2021,E0,2021-02-06,Newcastle,Southampton,3,2,A,0.3873808910636106,Bet365,-0.0,1.75,Bet365,2.5,1.99,1.83,Bet365
2021,F1,2021-02-06,Lorient,Reims,1,0,H,0.373535195930242,Bet365,0.0,1.82,Bet365,2.5,2.25,1.65,Bet365
2021,SP1,2021-02-06,Elche,Villarreal,2,2,A,0.6065315648631797,Bet365,-1.0,2.06,Bet365,2.5,2.22,1.66,Bet365
2021,D1,2021-02-06,MGladbach,FC Koln,1,2,H,0.6478862472288051,Bet365,-1.0,1.73,Bet365,2.5,1.7,2.16,Bet365
2021,F1,2021-02-06,Lens,Rennes,0,0,A,0.35319964360254363,Bet365,-0.0,1.96,Bet365,2.5,2.31,1.62,Bet365
2021,E0,2021-02-06,Man United,Everton,3,3,H,0.6147674872432385,Bet365,-1.0,1.96,Bet365,2.5,1.69,2.2,Bet365
2021,I1,2021-02-07,Benevento,Sampdoria,1,1,A,0.38248111912806887,Bet365,-0.0,1.8,Bet365,2.5,1.81,2.0,Bet365
2021,F1,2021-02-07,Brest,Bordeaux,2,1,H,0.3688845401174168,Bet365,0.0,1.85,Bet365,2.5,2.0,1.81,Bet365
2021,SP1,2021-02-07,Sociedad,Cadiz,4,1,H,0.6390449947814507,Bet365,-1.0,1.9,Bet365,2.5,2.06,1.77,Bet365
2021,F1,2021-02-07,Nice,Angers,3,0,H,0.34811358877337345,Bet365,0.0,1.95,Bet365,2.5,2.17,1.69,Bet365
2021,F1,2021-02-07,Nimes,Monaco,3,4,A,0.6793299234793672,Bet365,-1.5,2.02,Bet365,2.5,1.55,2.44,Bet365
2021,F1,2021-02-07,Nantes,Lille,0,2,A,0.5222494109117274,Bet365,-0.5,1.85,Bet365,2.5,2.23,1.65,Bet365
2021,SP1,2021-02-07,Osasuna,Eibar,2,1,H,0.36571207117885945,Bet365,0.0,1.82,Bet365,2.5,2.43,1.56,Bet365
2021,E0,2021-02-07,Sheffield United,Chelsea,1,2,A,0.6476567841638315,Bet365,-1.0,1.83,Bet365,2.5,1.88,1.94,Bet365
2021,I1,2021-02-07,Lazio,Cagliari,1,0,H,0.6909465155480867,Bet365,-1.5,2.05,Bet365,2.5,1.58,2.38,Bet365
2021,F1,2021-02-07,Marseille,Paris SG,0,2,A,0.6861195928524262,Bet365,-1.5,2.05,Bet365,2.5,1.49,2.59,Bet365
2021,SP1,2021-02-07,Betis,Barcelona,2,3,A,0.6240318971946531,Bet365,-1.0,1.85,Bet365,2.5,1.43,2.79,Bet365
2021,E0,2021-02-08,Leeds,Crystal Palace,2,0,H,0.5141284890273817,Bet365,-0.5,1.87,Bet365,2.5,1.65,2.26,Bet365
2021,SP1,2021-02-09,Real Madrid,Getafe,2,0,H,0.6202802009475349,Bet365,-1.0,1.96,Bet365,2.5,1.95,1.87,Bet365
2021,I1,2021-02-12,Bologna,Benevento,1,1,H,0.5084164079097893,Bet365,-0.5,1.88,Bet365,2.5,1.74,2.11,Bet365
2021,SP1,2021-02-12,Celta,Elche,3,1,H,0.6422365547712152,Bet365,-1.0,1.85,Bet365,2.5,2.02,1.79,Bet365
2021,SP1,2021-02-13,Granada,Ath Madrid,1,2,A,0.525037800198509,Bet365,-0.5,1.85,Bet365,2.5,2.46,1.55,Bet365
2021,I1,2021-02-13,Torino,Genoa,0,0,H,0.478643176104965,Bet365,-0.5,2.02,Bet365,2.5,2.03,1.78,Bet365
2021,D1,2021-02-13,Werder Bremen,Freiburg,0,0,A,0.37948208368559605,Bet365,-0.0,1.82,Bet365,2.5,1.96,1.84,Bet365
2021,SP1,2021-02-13,Sevilla,Huesca,1,0,H,0.6192873988144559,Bet365,-1.0,1.98,Bet365,2.5,2.1,1.73,Bet365
2021,F1,2021-02-13,Paris SG,Nice,2,1,H,0.7914411258995097,Bet365,-2.0,2.02,Bet365,2.5,1.37,3.04,Bet365
2021,I1,2021-02-13,Napoli,Juventus,1,0,A,0.47408368472267265,Bet365,-0.5,2.03,Bet365,2.5,1.89,1.91,Bet365
2021,SP1,2021-02-13,Eibar,Valladolid,1,1,H,0.47676688793440064,Bet365,-0.5,2.04,Bet365,2.5,2.44,1.55,Bet365
2021,E0,2021-02-13,Man City,Tottenham,3,0,H,0.7178926847908672,Bet365,-1.5,2.01,Bet365,2.5,1.62,2.33,Bet365
2021,F1,2021-02-13,Reims,Lens,1,1,A,0.36636020927867474,Bet365,-0.0,1.82,Bet365,2.5,2.3,1.61,Bet365
2021,I1,2021-02-13,Spezia,Milan,2,0,A,0.6383535522017466,Bet365,-1.0,1.84,Bet365,2.5,1.66,2.22,Bet365
2021,F1,2021-02-13,Lyon,Montpellier,1,2,H,0.6936516234157906,Bet365,-1.5,2.06,Bet365,2.5,1.47,2.64,Bet365
2021,SP1,2021-02-13,Barcelona,Alaves,5,1,H,0.7352584846407677,Bet365,-1.5,1.89,Bet365,2.5,1.48,2.61,Bet365
2021,E0,2021-02-13,Brighton,Aston Villa,0,0,A,0.37353449780273823,Bet365,-0.0,1.9,Bet365,2.5,1.78,2.06,Bet365
2021,F1,2021-02-14,Dijon,Nimes,0,2,H,0.3825370754842,Bet365,0.0,1.86,Bet365,2.5,1.87,1.93,Bet365
2021,F1,2021-02-14,Metz,Strasbourg,1,2,A,0.36341202902287206,Bet365,-0.0,1.84,Bet365,2.5,2.33,1.6,Bet365
2021,F1,2021-02-14,Rennes,St Etienne,0,2,H,0.4922132275814484,Bet365,-0.5,1.96,Bet365,2.5,2.18,1.69,Bet365
2021,I1,2021-02-14,Sampdoria,Fiorentina,2,1,A,0.37743034354211524,Bet365,-0.0,1.85,Bet365,2.5,1.85,1.95,Bet365
2021,E0,2021-02-14,West Brom,Man United,1,1,A,0.7216753849239825,Bet365,-1.5,1.94,Bet365,2.5,1.54,2.48,Bet365
2021,D1,2021-02-14,Ein Frankfurt,FC Koln,2,0,H,0.6419546461223117,Bet365,-1.0,1.79,Bet365,2.5,1.58,2.38,Bet365
2021,F1,2021-02-14,Lille,Brest,0,0,H,0.6226600845327742,Bet365,-1.0,1.97,Bet365,2.5,1.95,1.85,Bet365
2021,E0,2021-02-14,Arsenal,Leeds,4,2,H,0.5060214959480105,Bet365,-0.5,1.92,Bet365,2.5,1.59,2.38,Bet365
2021,D1,2021-02-14,Wolfsburg,MGladbach,0,0,H,0.38485844287158744,Bet365,0.0,1.86,Bet365,2.5,1.69,2.18,Bet365
2021,I1,2021-02-14,Crotone,Sassuolo,1,2,A,0.4888579680812937,Bet365,-0.5,1.98,Bet365,2.5,1.67,2.2,Bet365
2021,E0,2021-02-14,Everton,Fulham,0,2,H,0.49538674800904464,Bet365,-0.5,1.97,Bet365,2.5,1.99,1.84,Bet365
2021,SP1,2021-02-14,Villarreal,Betis,1,2,H,0.4891066402585219,Bet365,-0.5,1.98,Bet365,2.5,1.86,1.93,Bet365
2021,F1,2021-02-14,Bordeaux,Marseille,0,0,H,0.3625175096961207,Bet365,0.0,1.92,Bet365,2.5,2.14,1.71,Bet365
2021,I1,2021-02-15,Verona,Parma,2,1,H,0.4711850414228609,Bet365,-0.5,2.06,Bet365,2.5,2.07,1.75,Bet365
2021,E0,2021-02-17,Burnley,Fulham,1,1,A,0.35143930819763247,Bet365,-0.0,1.92,Bet365,2.5,2.29,1.63,Bet365
2021,SP1,2021-02-17,Levante,Ath Madrid,1,1,A,0.5176215089539727,Bet365,-0.5,1.87,Bet365,2.5,1.99,1.82,Bet365
2021,E0,2021-02-17,Everton,Man City,1,3,A,0.7087204452570278,Bet365,-1.5,2.05,Bet365,2.5,1.64,2.27,Bet365
2021,I1,2021-02-19,Fiorentina,Spezia,3,0,H,0.47288044836325993,Bet365,-0.5,2.06,Bet365,2.5,2.07,1.76,Bet365
2021,I1,2021-02-19,Cagliari,Torino,0,1,A,0.3735159088187153,Bet365,-0.0,1.85,Bet365,2.5,2.04,1.78,Bet365
2021,SP1,2021-02-19,Betis,Getafe,1,0,H,0.46880262655137767,Bet365,-0.5,2.03,Bet365,2.5,2.4,1.57,Bet365
2021,F1,2021-02-19,Brest,Lyon,2,3,A,0.63179549643997,Bet365,-1.0,1.73,Bet365,2.5,1.39,2.99,Bet365
2021,E0,2021-02-20,Burnley,West Brom,0,0,H,0.4691607250236234,Bet365,-0.5,2.03,Bet365,2.5,2.2,1.68,Bet365
2021,SP1,2021-02-20,Ath Madrid,Levante,0,2,H,0.6163660023985099,Bet365,-1.0,2.01,Bet365,2.5,1.96,1.84,Bet365
2021,F1,2021-02-20,Nantes,Marseille,1,1,A,0.36952239375809787,Bet365,-0.0,1.88,Bet365,2.5,2.24,1.64,Bet365
2021,I1,2021-02-20,Genoa,Verona,2,2,H,0.3453435859880386,Bet365,0.0,1.96,Bet365,2.5,2.16,1.69,Bet365
2021,D1,2021-02-20,Schalke 04,Dortmund,0,4,A,0.7231404958677685,Bet365,-1.5,1.87,Bet365,2.5,1.44,2.74,Bet365
2021,SP1,2021-02-20,Valladolid,Real Madrid,0,1,A,0.60264910725592,Bet365,-1.0,2.06,Bet365,2.5,1.87,1.93,Bet365
2021,E0,2021-02-21,West Ham,Tottenham,2,1,H,0.36234171539261756,Bet365,0.0,1.93,Bet365,2.5,1.98,1.84,Bet365
2021,I1,2021-02-21,Milan,Inter,0,3,A,0.4725829543692366,Bet365,-0.5,2.06,Bet365,2.5,1.71,2.14,Bet365
2021,F1,2021-02-21,Lens,Dijon,2,1,H,0.6195412657893371,Bet365,-1.0,1.96,Bet365,2.5,1.87,1.93,Bet365
2021,E0,2021-02-21,Aston Villa,Leicester,1,2,A,0.39256989659134434,Bet365,-0.0,1.75,Bet365,2.5,1.76,2.07,Bet365
2021,F1,2021-02-21,Lorient,Lille,1,4,A,0.49244841744192097,Bet365,-0.5,1.95,Bet365,2.5,2.19,1.67,Bet365
2021,E0,2021-02-21,Arsenal,Man City,0,1,A,0.6269841815917488,Bet365,-1.0,1.92,Bet365,2.5,1.76,2.08,Bet365
2021,I1,2021-02-21,Atalanta,Napoli,4,2,H,0.5149685618505979,Bet365,-0.5,1.88,Bet365,2.5,1.66,2.23,Bet365
2021,E0,2021-02-21,Man United,Newcastle,3,1,H,0.7392790300268532,Bet365,-1.5,1.9,Bet365,2.5,1.56,2.43,Bet365
2021,I1,2021-02-21,Benevento,Roma,0,0,A,0.6150779797319548,Bet365,-1.0,1.9,Bet365,2.5,1.48,2.6,Bet365
2021,SP1,2021-02-21,Ath Bilbao,Villarreal,1,1,H,0.3775738755885005,Bet365,0.0,1.79,Bet365,2.5,2.32,1.61,Bet365
2021,F1,2021-02-21,Paris SG,Monaco,0,2,H,0.5874499332443257,Bet365,-1.0,2.04,Bet365,2.5,1.41,2.83,Bet365
2021,I1,2021-02-22,Juventus,Crotone,3,0,H,0.8204134366925064,Bet365,-2.0,1.9,Bet365,2.5,1.48,2.59,Bet365
2021,SP1,2021-02-22,Osasuna,Sevilla,0,2,A,0.48613519399631017,Bet365,-0.5,2.01,Bet365,2.5,2.29,1.62,Bet365
2021,SP1,2021-02-24,Barcelona,Elche,3,0,H,0.8452895876853737,Bet365,-2.5,1.99,Bet365,2.5,1.31,3.38,Bet365
2021,F1,2021-02-24,Nimes,Lorient,1,0,A,0.3828663316582914,Bet365,-0.0,1.82,Bet365,2.5,1.95,1.85,Bet365
2021,F1,2021-02-26,Rennes,Nice,1,2,H,0.5183060179586795,Bet365,-0.5,1.83,Bet365,2.5,2.15,1.7,Bet365
2021,D1,2021-02-27,Bayern Munich,FC Koln,5,1,H,0.8066950486348143,Bet365,-2.0,1.75,Bet365,2.5,1.31,3.4,Bet365
2021,D1,2021-02-27,Dortmund,Bielefeld,3,0,H,0.7937472189125356,Bet365,-2.0,2.03,Bet365,2.5,1.42,2.82,Bet365
2021,D1,2021-02-27,Stuttgart,Schalke 04,5,1,H,0.6368765312773944,Bet365,-1.0,1.81,Bet365,2.5,1.58,2.37,Bet365
2021,E0,2021-02-27,West Brom,Brighton,1,0,A,0.4894289720396997,Bet365,-0.5,1.98,Bet365,2.5,2.14,1.72,Bet365
2021,F1,2021-02-27,Dijon,Paris SG,0,4,A,0.7930373360242179,Bet365,-2.0,1.97,Bet365,2.5,1.4,2.89,Bet365
2021,I1,2021-02-27,Bologna,Lazio,2,0,A,0.4692733158310606,Bet365,-0.5,2.06,Bet365,2.5,1.75,2.08,Bet365
2021,SP1,2021-02-27,Alaves,Osasuna,0,1,H,0.35167464114832536,Bet365,0.0,1.89,Bet365,2.5,2.49,1.52,Bet365
2021,I1,2021-02-27,Verona,Juventus,1,1,A,0.6143028790496917,Bet365,-1.0,1.98,Bet365,2.5,1.75,2.08,Bet365
2021,I1,2021-02-28,Sampdoria,Atalanta,0,2,A,0.574195082728395,Bet365,-1.0,2.08,Bet365,2.5,1.54,2.44,Bet365
2021,E0,2021-02-28,Leicester,Arsenal,1,3,H,0.3816780612022982,Bet365,0.0,1.83,Bet365,2.5,1.97,1.86,Bet365
2021,F1,2021-02-28,Angers,Lens,2,2,A,0.35193817468105987,Bet365,-0.0,1.9,Bet365,2.5,2.34,1.6,Bet365
2021,F1,2021-02-28,Reims,Montpellier,0,0,A,0.35087304080991416,Bet365,-0.0,1.91,Bet365,2.5,2.1,1.73,Bet365
2021,I1,2021-02-28,Inter,Genoa,3,0,H,0.8048301746278362,Bet365,-2.0,1.95,Bet365,2.5,1.48,2.59,Bet365
2021,E0,2021-02-28,Tottenham,Burnley,4,0,H,0.6186602408752074,Bet365,-1.0,2.0,Bet365,2.5,1.87,1.96,Bet365
2021,SP1,2021-02-28,Cadiz,Betis,0,1,A,0.463217125738901,Bet365,-0.5,2.1,Bet365,2.5,2.11,1.72,Bet365
2021,D1,2021-02-28,Leverkusen,Freiburg,1,2,H,0.5179340028694405,Bet365,-0.5,1.88,Bet365,2.5,1.66,2.22,Bet365
2021,SP1,2021-02-28,Granada,Elche,2,1,H,0.4589299171062547,Bet365,-0.5,2.11,Bet365,2.5,2.27,1.63,Bet365
2021,SP1,2021-03-01,Real Madrid,Sociedad,1,1,H,0.5068810681667995,Bet365,-0.5,1.92,Bet365,2.5,1.83,1.98,Bet365
2021,I1,2021-03-02,Juventus,Spezia,3,0,H,0.7596636218645788,Bet365,-1.5,1.89,Bet365,2.5,1.54,2.48,Bet365
2021,E0,2021-03-03,Burnley,Leicester,1,1,A,0.4678176721598315,Bet365,-0.5,2.08,Bet365,2.5,2.1,1.75,Bet365
2021,E0,2021-03-03,Sheffield United,Aston Villa,1,0,A,0.4636704958967372,Bet365,-0.5,2.1,Bet365,2.5,2.16,1.71,Bet365
2021,F1,2021-03-03,Lyon,Rennes,1,0,H,0.5986737614278249,Bet365,-1.0,2.04,Bet365,2.5,1.65,2.24,Bet365
2021,F1,2021-03-03,Metz,Angers,0,1,H,0.3739981322830809,Bet365,0.0,1.78,Bet365,2.5,2.52,1.52,Bet365
2021,F1,2021-03-03,St Etienne,Lens,2,3,A,0.3666943303038277,Bet365,-0.0,1.9,Bet365,2.5,2.17,1.69,Bet365
2021,I1,2021-03-03,Atalanta,Crotone,5,1,H,0.8092202668431547,Bet365,-2.0,1.89,Bet365,2.5,1.4,2.92,Bet365
2021,I1,2021-03-03,Cagliari,Bologna,1,0,H,0.37096132436809975,Bet365,0.0,1.86,Bet365,2.5,1.84,1.98,Bet365
2021,I1,2021-03-03,Fiorentina,Roma,1,2,A,0.4710802095929062,Bet365,-0.5,2.07,Bet365,2.5,1.81,2.01,Bet365
2021,I1,2021-03-03,Genoa,Sampdoria,1,1,A,0.37506302207486825,Bet365,-0.0,1.8,Bet365,2.5,2.07,1.76,Bet365
2021,I1,2021-03-03,Milan,Udinese,1,1,H,0.5164410058027079,Bet365,-0.5,1.87,Bet365,2.5,1.8,2.02,Bet365
2021,F1,2021-03-03,Montpellier,Lorient,1,1,H,0.46781957371812527,Bet365,-0.5,2.07,Bet365,2.5,1.86,1.94,Bet365
2021,F1,2021-03-03,Strasbourg,Monaco,1,0,A,0.5058332594658358,Bet365,-0.5,1.91,Bet365,2.5,1.84,1.97,Bet365
2021,E0,2021-03-04,Fulham,Tottenham,0,1,A,0.48894444309604146,Bet365,-0.5,2.0,Bet365,2.5,2.01,1.81,Bet365
2021,SP1,2021-03-05,Valencia,Villarreal,2,1,A,0.4809145814144795,Bet365,-0.5,2.0,Bet365,2.5,2.07,1.76,Bet365
2021,SP1,2021-03-06,Valladolid,Getafe,2,1,A,0.35170711641299873,Bet365,-0.0,1.83,Bet365,2.5,2.99,1.39,Bet365
2021,D1,2021-03-06,Ein Frankfurt,Stuttgart,1,1,H,0.49542483660130726,Bet365,-0.5,1.94,Bet365,2.5,1.47,2.65,Bet365
2021,D1,2021-03-06,Hertha,Augsburg,2,1,H,0.48480189278655955,Bet365,-0.5,2.0,Bet365,2.5,2.07,1.75,Bet365
2021,D1,2021-03-06,MGladbach,Leverkusen,0,1,H,0.3656433252845809,Bet365,0.0,1.99,Bet365,2.5,1.69,2.17,Bet365
2021,I1,2021-03-06,Udinese,Sassuolo,2,0,H,0.3822427812279915,Bet365,0.0,1.81,Bet365,2.5,1.92,1.9,Bet365
2021,D1,2021-03-06,Bayern Munich,Dortmund,4,2,H,0.5785280375805811,Bet365,-1.0,2.0,Bet365,2.5,1.32,3.37,Bet365
2021,I1,2021-03-06,Juventus,Lazio,3,1,H,0.4994442996116958,Bet365,-0.5,1.94,Bet365,2.5,1.7,2.15,Bet365
2021,SP1,2021-03-06,Osasuna,Barcelona,0,2,A,0.628471312321289,Bet365,-1.0,1.88,Bet365,2.5,1.64,2.25,Bet365
2021,E0,2021-03-06,Brighton,Leicester,1,2,H,0.37412799031631255,Bet365,0.0,1.81,Bet365,2.5,2.2,1.68,Bet365
2021,I1,2021-03-07,Roma,Genoa,1,0,H,0.6273546576050825,Bet365,-1.0,1.91,Bet365,2.5,1.72,2.13,Bet365
2021,I1,2021-03-07,Crotone,Torino,4,2,A,0.4615519508987287,Bet365,-0.5,2.09,Bet365,2.5,2.04,1.78,Bet365
2021,I1,2021-03-07,Fiorentina,Parma,3,3,H,0.49480089294620655,Bet365,-0.5,1.96,Bet365,2.5,2.03,1.79,Bet365
2021,D1,2021-03-07,FC Koln,Werder Bremen,1,1,A,0.36423172583093766,Bet365,-0.0,1.81,Bet365,2.5,2.3,1.62,Bet365
2021,SP1,2021-03-07,Ath Madrid,Real Madrid,1,1,H,0.3651479397349791,Bet365,0.0,1.9,Bet365,2.5,2.27,1.63,Bet365
2021,E0,2021-03-07,Man City,Man United,0,2,H,0.6380075727901814,Bet365,-1.0,1.84,Bet365,2.5,1.72,2.14,Bet365
2021,D1,2021-03-07,Bielefeld,Union Berlin,0,0,A,0.4769248311051566,Bet365,-0.5,2.01,Bet365,2.5,2.25,1.64,Bet365
2021,SP1,2021-03-07,Sociedad,Levante,1,0,H,0.6481836123090416,Bet365,-1.0,1.75,Bet365,2.5,1.79,2.03,Bet365
2021,E0,2021-03-07,Tottenham,Crystal Palace,4,1,H,0.6515184055667712,Bet365,-1.0,1.85,Bet365,2.5,1.84,1.98,Bet365
2021,I1,2021-03-07,Napoli,Bologna,3,1,H,0.6158570018642394,Bet365,-1.0,1.95,Bet365,2.5,1.66,2.24,Bet365
2021,E0,2021-03-08,Chelsea,Everton,2,0,H,0.6169720260335346,Bet365,-1.0,1.98,Bet365,2.5,1.93,1.89,Bet365
2021,I1,2021-03-08,Inter,Atalanta,1,0,H,0.4699046872959917,Bet365,-0.5,2.04,Bet365,2.5,1.64,2.25,Bet365
2021,E0,2021-03-10,Man City,Southampton,5,2,H,0.7933358450513078,Bet365,-2.0,2.03,Bet365,2.5,1.51,2.59,Bet365
2021,SP1,2021-03-10,Ath Madrid,Ath Bilbao,2,1,H,0.5254193714248988,Bet365,-0.5,1.84,Bet365,2.5,2.46,1.54,Bet365
2021,F1,2021-03-10,Marseille,Rennes,1,0,A,0.35234893853107707,Bet365,-0.0,1.9,Bet365,2.5,2.43,1.55,Bet365
2021,D1,2021-03-12,Augsburg,MGladbach,3,1,A,0.5147810104776366,Bet365,-0.5,1.88,Bet365,2.5,1.83,1.98,Bet365
2021,I1,2021-03-12,Atalanta,Spezia,3,1,H,0.7415384039946886,Bet365,-1.5,1.91,Bet365,2.5,1.56,2.43,Bet365
2021,E0,2021-03-12,Newcastle,Aston Villa,1,1,A,0.4592153347583259,Bet365,-0.5,2.05,Bet365,2.5,2.26,1.65,Bet365
2021,F1,2021-03-13,Angers,St Etienne,0,1,H,0.37499243649682734,Bet365,0.0,1.84,Bet365,2.5,2.36,1.58,Bet365
2021,D1,2021-03-13,Mainz,Freiburg,1,0,H,0.36156310057655344,Bet365,0.0,1.95,Bet365,2.5,1.95,1.85,Bet365
