season,division,date,home,away,result,open_h,open_d,open_a,close_h,close_d,close_a,open_source,close_source,fair_h,fair_d,fair_a,overround
1617,E0,2016-08-20,Leicester,Arsenal,D,2.88,3.6,2.5,,,,B365H/B365D/B365A,,0.33875338753387535,0.2710027100271003,0.39024390243902446,0.02499999999999991
1617,E0,2016-08-20,Stoke,Man City,A,5.5,3.8,1.73,,,,B365H/B365D/B365A,,0.1777285138825056,0.2572386385141528,0.5650328476033415,0.023010758635948925
1617,E0,2016-08-20,Swansea,Hull,A,1.8,3.6,5.25,,,,B365H/B365D/B365A,,0.5426356589147288,0.2713178294573644,0.18604651162790697,0.023809523809523725
1617,E0,2016-08-20,Tottenham,Crystal Palace,H,1.45,4.75,8.0,,,,B365H/B365D/B365A,,0.6727152024784244,0.20535516707236112,0.12192963044921443,0.025181488203266822
1617,E0,2016-08-20,Watford,Chelsea,A,5.5,3.8,1.73,,,,B365H/B365D/B365A,,0.1777285138825056,0.2572386385141528,0.5650328476033415,0.023010758635948925
1617,E0,2016-08-20,West Brom,Everton,A,3.0,3.25,2.6,,,,B365H/B365D/B365A,,0.325,0.30000000000000004,0.375,0.02564102564102555
1617,E0,2016-08-21,Sunderland,Middlesbrough,A,2.55,3.2,3.1,,,,B365H/B365D/B365A,,0.3817587069463152,0.30421396959784486,0.3140273234558399,0.02723750790638846
1617,E0,2016-08-21,West Ham,Bournemouth,H,1.95,3.75,4.0,,,,B365H/B365D/B365A,,0.49813200498132004,0.2590286425902864,0.2428393524283935,0.029487179487179604
1617,E0,2016-08-27,Chelsea,Burnley,H,1.25,5.5,15.0,,,,B365H/B365D/B365A,,0.7630057803468208,0.17341040462427745,0.06358381502890173,0.048484848484848575
1617,E0,2016-08-27,Crystal Palace,Bournemouth,D,2.3,3.2,3.3,,,,B365H/B365D/B365A,,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.05031291172595531
1617,E0,2016-08-27,Everton,Stoke,H,1.73,3.6,5.25,,,,B365H/B365D/B365A,,0.5524619634322796,0.2654886657605121,0.1820493708072083,0.046288650334893156
1617,E0,2016-08-27,Hull,Man United,A,8.0,4.1,1.44,,,,B365H/B365D/B365A,,0.11755336094297547,0.22937241159604974,0.6530742274609749,0.06334688346883466
1617,E0,2016-08-27,Leicester,Swansea,H,1.73,3.6,5.25,,,,B365H/B365D/B365A,,0.5524619634322796,0.2654886657605121,0.1820493708072083,0.046288650334893156
1617,E0,2016-08-27,Southampton,Sunderland,D,1.57,3.6,6.5,,,,B365H/B365D/B365A,,0.5960720381078533,0.2599536388414805,0.14397432305066613,0.0685666067831674
1617,E0,2016-08-27,Tottenham,Liverpool,D,2.38,3.4,3.0,,,,B365H/B365D/B365A,,0.40106951871657753,0.2807486631016043,0.3181818181818181,0.04761904761904767
1617,E0,2016-08-27,Watford,Arsenal,A,5.0,3.75,1.73,,,,B365H/B365D/B365A,,0.1914422722242715,0.2552563629656953,0.5533013648100332,0.044701348747591574
1617,E0,2016-08-28,Man City,West Ham,H,1.25,6.0,11.0,,,,B365H/B365D/B365A,,0.7564469914040115,0.15759312320916904,0.08595988538681948,0.05757575757575761
1617,E0,2016-08-28,West Brom,Middlesbrough,D,2.6,3.1,2.9,,,,B365H/B365D/B365A,,0.36559577063847093,0.3066287108580724,0.3277755185034567,0.052023615983571414
1617,E0,2016-09-10,Arsenal,Southampton,H,1.57,4.2,6.5,,,,B365H/B365D/B365A,,0.61906165672691,0.2314111431098211,0.14952720016326904,0.02888406710062741
1617,E0,2016-09-10,Bournemouth,West Brom,H,2.05,3.25,4.33,,,,B365H/B365D/B365A,,0.47523766104385123,0.2997652938891984,0.2249970450669503,0.02644406795817833
1617,E0,2016-09-10,Burnley,Hull,D,2.45,3.1,3.4,,,,B365H/B365D/B365A,,0.3982618552805592,0.3147553372378613,0.28698280748157945,0.02486155752623631
1617,E0,2016-09-10,Liverpool,Leicester,H,1.7,4.0,5.5,,,,B365H/B365D/B365A,,0.5766710353866318,0.24508519003931847,0.1782437745740498,0.020053475935828846
1617,E0,2016-09-10,Man United,Man City,A,2.38,3.25,3.4,,,,B365H/B365D/B365A,,0.4111321948134092,0.30107526881720426,0.28779253636938645,0.021978021978022122
1617,E0,2016-09-10,Middlesbrough,Crystal Palace,A,2.3,3.2,3.6,,,,B365H/B365D/B365A,,0.42415316642120765,0.304860088365243,0.2709867452135493,0.025060386473430007
1617,E0,2016-09-10,Stoke,Tottenham,A,4.6,3.75,1.85,,,,B365H/B365D/B365A,,0.212172184417769,0.2602645462191299,0.5275632693631012,0.02459851155503312
1617,E0,2016-09-10,West Ham,Watford,A,1.91,3.6,4.5,,,,B365H/B365D/B365A,,0.5115089514066496,0.2713839158851947,0.21710713270815574,0.023560209424083656
1617,E0,2016-09-11,Swansea,Chelsea,D,5.75,4.0,1.67,,,,B365H/B365D/B365A,,0.1700502768408324,0.2444472729586966,0.5855024502004709,0.02271543868784187
1617,E0,2016-09-12,Sunderland,Everton,A,3.8,3.5,2.1,,,,B365H/B365D/B365A,,0.2567237163814181,0.2787286063569682,0.4645476772616137,0.025062656641603898
1617,E0,2016-09-16,Chelsea,Liverpool,A,2.25,3.5,3.4,,,,B365H/B365D/B365A,,0.43391066545123064,0.2789425706472197,0.2871467639015497,0.024276377217553602
1617,E0,2016-09-17,Everton,Middlesbrough,H,1.67,3.8,6.0,,,,B365H/B365D/B365A,,0.5821375682990348,0.25583414185773373,0.16202828984323137,0.02862695661308967
1617,E0,2016-09-17,Hull,Arsenal,A,6.0,4.2,1.6,,,,B365H/B365D/B365A,,0.16184971098265896,0.23121387283236997,0.6069364161849712,0.029761904761904656
1617,E0,2016-09-17,Leicester,Burnley,H,1.5,4.33,8.0,,,,B365H/B365D/B365A,,0.6519243436529595,0.22583984191211068,0.12223581443492991,0.022613548883756662
1617,E0,2016-09-17,Man City,Bournemouth,H,1.29,6.0,12.0,,,,B365H/B365D/B365A,,0.7561436672967865,0.1625708884688091,0.08128544423440455,0.025193798449612226
1617,E0,2016-09-17,West Brom,West Ham,H,2.8,3.2,2.8,,,,B365H/B365D/B365A,,0.34782608695652173,0.3043478260869565,0.34782608695652173,0.026785714285714413
1617,E0,2016-09-18,Crystal Palace,Stoke,H,2.0,3.5,4.2,,,,B365H/B365D/B365A,,0.48837209302325585,0.27906976744186046,0.23255813953488372,0.023809523809523725
1617,E0,2016-09-18,Southampton,Swansea,H,1.7,3.8,5.75,,,,B365H/B365D/B365A,,0.5737166863594592,0.2566627281081791,0.16962058553236184,0.02530623233274998
1617,E0,2016-09-18,Tottenham,Sunderland,H,1.33,5.5,11.0,,,,B365H/B365D/B365A,,0.733822548365577,0.17745163442294865,0.08872581721147432,0.024606971975392966
1617,E0,2016-09-18,Watford,Man United,H,6.0,4.2,1.62,,,,B365H/B365D/B365A,,0.1630716134598792,0.23295944779982744,0.6039689387402933,0.022045855379188684
1617,E0,2016-09-24,Arsenal,Chelsea,H,2.4,3.5,3.1,,,,B365H/B365D/B365A,,0.40651929561633576,0.2787560884226302,0.3147246159610341,0.024961597542242586
1617,E0,2016-09-24,Bournemouth,Everton,H,3.6,3.5,2.15,,,,B365H/B365D/B365A,,0.27005203660506016,0.2777678090794904,0.4521801543154495,0.02860834256183087
1617,E0,2016-09-24,Liverpool,Hull,H,1.22,7.0,15.0,,,,B365H/B365D/B365A,,0.7964199029126214,0.13880461165048544,0.06477548543689321,0.02919594067135045
1617,E0,2016-09-24,Man United,Leicester,H,1.73,3.9,5.25,,,,B365H/B365D/B365A,,0.5639796719414948,0.2501755980663554,0.1858447299921497,0.024921128967371864
1617,E0,2016-09-24,Middlesbrough,Tottenham,A,3.75,3.5,2.1,,,,B365H/B365D/B365A,,0.2592592592592593,0.2777777777777778,0.46296296296296297,0.02857142857142847
1617,E0,2016-09-24,Stoke,West Brom,D,2.38,3.3,3.3,,,,B365H/B365D/B365A,,0.40942928039702237,0.29528535980148884,0.29528535980148884,0.026228673287496784
1617,E0,2016-09-24,Sunderland,Crystal Palace,A,2.88,3.25,2.7,,,,B365H/B365D/B365A,,0.33865925668634944,0.3001042028482112,0.36123654046543935,0.02528490028490027
1617,E0,2016-09-24,Swansea,Man City,A,9.0,5.5,1.36,,,,B365H/B365D/B365A,,0.10806125397284022,0.17682750650101128,0.7151112395261485,0.028223410576351693
1617,E0,2016-09-25,West Ham,Southampton,A,2.8,3.3,2.75,,,,B365H/B365D/B365A,,0.3488372093023256,0.2959830866807611,0.35517970401691334,0.023809523809523725
1617,E0,2016-09-26,Burnley,Watford,H,2.9,3.2,2.7,,,,B365H/B365D/B365A,,0.33553398058252426,0.3040776699029126,0.36038834951456306,0.027697956577267036
1617,E0,2016-09-30,Everton,Crystal Palace,D,1.73,4.0,5.0,,,,B365H/B365D/B365A,,0.5622715771717739,0.2431824571267922,0.1945459657014338,0.028034682080924966
1617,E0,2016-10-01,Hull,Chelsea,A,7.5,4.5,1.5,,,,B365H/B365D/B365A,,0.13043478260869565,0.21739130434782608,0.6521739130434783,0.022222222222222143
1617,E0,2016-10-01,Sunderland,West Brom,D,2.5,3.25,3.2,,,,B365H/B365D/B365A,,0.3920829406220546,0.3016022620169651,0.30631479736098016,0.020192307692307843
1617,E0,2016-10-01,Swansea,Liverpool,A,8.0,4.75,1.45,,,,B365H/B365D/B365A,,0.12192963044921443,0.20535516707236112,0.6727152024784244,0.025181488203266822
1617,E0,2016-10-01,Watford,Bournemouth,D,2.38,3.3,3.3,,,,B365H/B365D/B365A,,0.40942928039702237,0.29528535980148884,0.29528535980148884,0.026228673287496784
1617,E0,2016-10-01,West Ham,Middlesbrough,D,2.25,3.4,3.5,,,,B365H/B365D/B365A,,0.43391066545123064,0.2871467639015497,0.2789425706472197,0.024276377217553602
1617,E0,2016-10-02,Burnley,Arsenal,A,9.0,5.0,1.4,,,,B365H/B365D/B365A,,0.10835913312693499,0.195046439628483,0.6965944272445821,0.025396825396825307
1617,E0,2016-10-02,Leicester,Southampton,D,2.25,3.4,3.5,,,,B365H/B365D/B365A,,0.43391066545123064,0.2871467639015497,0.2789425706472197,0.024276377217553602
1617,E0,2016-10-02,Man United,Stoke,D,1.33,5.75,10.0,,,,B365H/B365D/B365A,,0.7329742821632302,0.1695401383090602,0.09748557952770963,0.0257927427263811
1617,E0,2016-10-02,Tottenham,Man City,H,3.0,3.5,2.5,,,,B365H/B365D/B365A,,0.32710280373831774,0.2803738317757009,0.39252336448598135,0.01904761904761898
1617,E0,2016-10-15,Arsenal,Swansea,H,1.29,6.5,11.0,,,,B365H/B365D/B365A,,0.7600318894499071,0.1508370980600585,0.08913101249003456,0.01994904320485702
1617,E0,2016-10-15,Bournemouth,Hull,H,1.85,3.5,5.0,,,,B365H/B365D/B365A,,0.526711813393529,0.27840481565086533,0.19488337095560576,0.026254826254826114
1617,E0,2016-10-15,Chelsea,Leicester,H,1.57,4.5,6.0,,,,B365H/B365D/B365A,,0.6209037599172128,0.21662642290444978,0.16246981717833733,0.02583156404812459
1617,E0,2016-10-15,Crystal Palace,West Ham,A,2.15,3.5,3.6,,,,B365H/B365D/B365A,,0.4521801543154494,0.27776780907949034,0.2700520366050601,0.02860834256183109
1617,E0,2016-10-15,Man City,Everton,D,1.5,4.75,7.0,,,,B365H/B365D/B365A,,0.6535626535626535,0.20638820638820637,0.14004914004914004,0.020050125313283207
1617,E0,2016-10-15,Stoke,Sunderland,H,2.0,3.6,4.0,,,,B365H/B365D/B365A,,0.4864864864864865,0.2702702702702703,0.24324324324324326,0.02777777777777768
1617,E0,2016-10-15,West Brom,Tottenham,D,5.5,3.8,1.73,,,,B365H/B365D/B365A,,0.1777285138825056,0.2572386385141528,0.5650328476033415,0.023010758635948925
1617,E0,2016-10-16,Middlesbrough,Watford,A,2.25,3.3,3.6,,,,B365H/B365D/B365A,,0.43349753694581283,0.29556650246305427,0.27093596059113306,0.025252525252525082
1617,E0,2016-10-16,Southampton,Burnley,H,1.4,4.8,9.5,,,,B365H/B365D/B365A,,0.6949100883876866,0.20268210911307527,0.10240780249923802,0.02788220551378462
1617,E0,2016-10-17,Liverpool,Man United,D,2.2,3.5,3.5,,,,B365H/B365D/B365A,,0.4430379746835444,0.2784810126582279,0.2784810126582279,0.02597402597402576
1617,E0,2016-10-22,Arsenal,Middlesbrough,D,1.25,6.5,15.0,,,,B365H/B365D/B365A,,0.7839195979899497,0.1507537688442211,0.06532663316582914,0.020512820512820662
1617,E0,2016-10-22,Bournemouth,Tottenham,D,4.2,3.6,1.95,,,,B365H/B365D/B365A,,0.2314540059347181,0.2700296735905045,0.49851632047477756,0.02869352869352859
1617,E0,2016-10-22,Burnley,Everton,H,6.0,3.8,1.67,,,,B365H/B365D/B365A,,0.16202828984323137,0.25583414185773373,0.5821375682990348,0.02862695661308967
1617,E0,2016-10-22,Hull,Stoke,A,3.1,3.3,2.5,,,,B365H/B365D/B365A,,0.3145253526496378,0.2954632100648113,0.39001143728555093,0.025610948191593375
1617,E0,2016-10-22,Leicester,Crystal Palace,H,2.05,3.5,3.9,,,,B365H/B365D/B365A,,0.4736294240111034,0.27741151977793194,0.24895905621096462,0.029929420173322674
1617,E0,2016-10-22,Liverpool,West Brom,H,1.29,6.0,13.0,,,,B365H/B365D/B365A,,0.7609013754755634,0.16359379572724614,0.07550482879719053,0.01878354203935584
1617,E0,2016-10-22,Swansea,Watford,D,2.38,3.3,3.3,,,,B365H/B365D/B365A,,0.40942928039702237,0.29528535980148884,0.29528535980148884,0.026228673287496784
1617,E0,2016-10-22,West Ham,Sunderland,H,1.67,4.0,5.75,,,,B365H/B365D/B365A,,0.5855024502004709,0.2444472729586966,0.1700502768408324,0.02271543868784187
1617,E0,2016-10-23,Chelsea,Man United,H,2.15,3.4,3.8,,,,B365H/B365D/B365A,,0.45492957746478874,0.2876760563380282,0.2573943661971831,0.02239182086543301
1617,E0,2016-10-23,Man City,Southampton,D,1.5,4.5,7.5,,,,B365H/B365D/B365A,,0.6521739130434783,0.21739130434782608,0.13043478260869565,0.022222222222222143
1617,E0,2016-10-29,Crystal Palace,Liverpool,A,5.25,4.0,1.7,,,,B365H/B365D/B365A,,0.18515997277059223,0.24302246426140234,0.5718175629680056,0.028711484593837433
1617,E0,2016-10-29,Man United,Burnley,D,1.2,7.0,19.0,,,,B365H/B365D/B365A,,0.8099878197320342,0.13885505481120583,0.051157125456760044,0.028822055137844638
1617,E0,2016-10-29,Middlesbrough,Bournemouth,H,2.5,3.2,3.2,,,,B365H/B365D/B365A,,0.39024390243902446,0.30487804878048785,0.30487804878048785,0.02499999999999991
1617,E0,2016-10-29,Sunderland,Arsenal,A,9.0,5.0,1.4,,,,B365H/B365D/B365A,,0.10835913312693499,0.195046439628483,0.6965944272445821,0.025396825396825307
1617,E0,2016-10-29,Tottenham,Leicester,D,1.62,4.2,6.0,,,,B365H/B365D/B365A,,0.6039689387402933,0.23295944779982744,0.1630716134598792,0.022045855379188684
1617,E0,2016-10-29,Watford,Hull,H,1.75,3.75,5.25,,,,B365H/B365D/B365A,,0.5555555555555556,0.2592592592592593,0.1851851851851852,0.02857142857142847
1617,E0,2016-10-29,West Brom,Man City,A,8.0,4.75,1.44,,,,B365H/B365D/B365A,,0.1213626685592619,0.20440028388928316,0.674237047551455,0.029970760233918092
1617,E0,2016-10-30,Everton,West Ham,H,1.8,3.8,4.75,,,,B365H/B365D/B365A,,0.5397727272727273,0.2556818181818182,0.20454545454545456,0.029239766081871288
1617,E0,2016-10-30,Southampton,Chelsea,A,3.2,3.4,2.4,,,,B365H/B365D/B365A,,0.3053892215568862,0.2874251497005988,0.40718562874251496,0.023284313725490335
1617,E0,2016-10-31,Stoke,Swansea,H,2.05,3.6,3.8,,,,B365H/B365D/B365A,,0.4741767764298094,0.27001733102253034,0.2558058925476603,0.028740550563400413
1617,E0,2016-11-05,Bournemouth,Sunderland,A,1.65,4.2,5.5,,,,B365H/B365D/B365A,,0.5907172995780591,0.2320675105485232,0.17721518987341772,0.025974025974025983
1617,E0,2016-11-05,Burnley,Crystal Palace,H,3.3,3.3,2.38,,,,B365H/B365D/B365A,,0.29528535980148884,0.29528535980148884,0.40942928039702237,0.026228673287496784
1617,E0,2016-11-05,Chelsea,Everton,H,1.53,4.33,7.0,,,,B365H/B365D/B365A,,0.6361646262244228,0.2247879626150963,0.13904741116048097,0.0273987963160629
1617,E0,2016-11-05,Man City,Middlesbrough,D,1.22,7.0,15.0,,,,B365H/B365D/B365A,,0.7964199029126214,0.13880461165048544,0.06477548543689321,0.02919594067135045
1617,E0,2016-11-05,West Ham,Stoke,D,2.0,3.6,4.0,,,,B365H/B365D/B365A,,0.4864864864864865,0.2702702702702703,0.24324324324324326,0.02777777777777768
1617,E0,2016-11-06,Arsenal,Tottenham,D,1.95,3.6,4.2,,,,B365H/B365D/B365A,,0.49851632047477745,0.27002967359050445,0.23145400593471807,0.028693528693528814
1617,E0,2016-11-06,Hull,Southampton,H,5.75,3.8,1.7,,,,B365H/B365D/B365A,,0.16962058553236184,0.2566627281081791,0.5737166863594592,0.02530623233274998
1617,E0,2016-11-06,Leicester,West Brom,A,1.8,3.6,5.25,,,,B365H/B365D/B365A,,0.5426356589147288,0.2713178294573644,0.18604651162790697,0.023809523809523725
1617,E0,2016-11-06,Liverpool,Watford,H,1.29,6.0,12.0,,,,B365H/B365D/B365A,,0.7561436672967865,0.1625708884688091,0.08128544423440455,0.025193798449612226
1617,E0,2016-11-06,Swansea,Man United,A,5.0,4.0,1.73,,,,B365H/B365D/B365A,,0.1945459657014338,0.2431824571267922,0.5622715771717739,0.028034682080924966
1617,E0,2016-11-19,Crystal Palace,Man City,A,6.5,4.5,1.53,,,,B365H/B365D/B365A,,0.14941406250000003,0.2158203125,0.6347656250000001,0.02966314731020603
1617,E0,2016-11-19,Everton,Swansea,D,1.6,4.33,6.0,,,,B365H/B365D/B365A,,0.6111790721746495,0.22583984191211068,0.16298108591323987,0.022613548883756662
1617,E0,2016-11-19,Man United,Arsenal,D,2.6,3.4,2.9,,,,B365H/B365D/B365A,,0.3757621951219512,0.28734756097560976,0.33689024390243905,0.02356061788110475
1617,E0,2016-11-19,Southampton,Liverpool,D,3.4,3.6,2.2,,,,B365H/B365D/B365A,,0.2865412445730825,0.2706222865412446,0.4428364688856729,0.02644087938205586
1617,E0,2016-11-19,Stoke,Bournemouth,A,2.3,3.4,3.4,,,,B365H/B365D/B365A,,0.425,0.2875,0.2875,0.023017902813299296
1617,E0,2016-11-19,Sunderland,Hull,H,2.15,3.4,3.8,,,,B365H/B365D/B365A,,0.45492957746478874,0.2876760563380282,0.2573943661971831,0.02239182086543301
1617,E0,2016-11-19,Tottenham,West Ham,H,1.5,4.5,7.5,,,,B365H/B365D/B365A,,0.6521739130434783,0.21739130434782608,0.13043478260869565,0.022222222222222143
1617,E0,2016-11-19,Watford,Leicester,H,2.8,3.3,2.75,,,,B365H/B365D/B365A,,0.3488372093023256,0.2959830866807611,0.35517970401691334,0.023809523809523725
1617,E0,2016-11-20,Middlesbrough,Chelsea,A,7.0,4.0,1.57,,,,B365H/B365D/B365A,,0.1387232162580075,0.24276562845151314,0.6185111552904793,0.029799818016378543
1617,E0,2016-11-21,West Brom,Burnley,H,1.95,3.4,4.5,,,,B365H/B365D/B365A,,0.49829018075232057,0.28578407425500735,0.21592574499267222,0.02916038210155847
1617,E0,2016-11-26,Burnley,Man City,A,9.0,6.0,1.33,,,,B365H/B365D/B365A,,0.10791075050709938,0.16186612576064907,0.7302231237322514,0.02965747702589816
1617,E0,2016-11-26,Chelsea,Tottenham,H,1.75,3.8,5.25,,,,B365H/B365D/B365A,,0.5574572127139364,0.2567237163814181,0.1858190709046455,0.025062656641603898
1617,E0,2016-11-26,Hull,West Brom,D,3.1,3.2,2.6,,,,B365H/B365D/B365A,,0.3163498098859316,0.30646387832699623,0.37718631178707224,0.01969602977667484
1617,E0,2016-11-26,Leicester,Middlesbrough,D,1.91,3.6,4.5,,,,B365H/B365D/B365A,,0.5115089514066496,0.2713839158851947,0.21710713270815574,0.023560209424083656
1617,E0,2016-11-26,Liverpool,Sunderland,H,1.17,8.5,19.0,,,,B365H/B365D/B365A,,0.8338711759390732,0.11477991480573124,0.05134890925519556,0.024979492471752573
1617,E0,2016-11-26,Swansea,Crystal Palace,H,2.63,3.4,2.88,,,,B365H/B365D/B365A,,0.3722005139043043,0.2879080445789177,0.33989144151677786,0.021568006163175113
1617,E0,2016-11-27,Arsenal,Bournemouth,H,1.4,5.0,9.0,,,,B365H/B365D/B365A,,0.696594427244582,0.19504643962848295,0.10835913312693496,0.02539682539682553
1617,E0,2016-11-27,Man United,West Ham,D,1.45,4.75,8.0,,,,B365H/B365D/B365A,,0.6727152024784244,0.20535516707236112,0.12192963044921443,0.025181488203266822
1617,E0,2016-11-27,Southampton,Everton,H,2.2,3.4,3.6,,,,B365H/B365D/B365A,,0.4428364688856729,0.2865412445730825,0.2706222865412446,0.02644087938205586
1617,E0,2016-11-27,Watford,Stoke,A,2.4,3.3,3.3,,,,B365H/B365D/B365A,,0.40740740740740744,0.29629629629629634,0.29629629629629634,0.022727272727272707
1617,E0,2016-12-03,Crystal Palace,Southampton,H,3.5,3.3,2.3,,,,B365H/B365D/B365A,,0.2791467451268848,0.2960647296800294,0.42478852519308563,0.02352719744024112
1617,E0,2016-12-03,Man City,Chelsea,A,2.15,3.6,3.6,,,,B365H/B365D/B365A,,0.4556962025316455,0.27215189873417717,0.27215189873417717,0.020671834625323182
1617,E0,2016-12-03,Stoke,Burnley,H,1.62,4.0,6.5,,,,B365H/B365D/B365A,,0.6045105789351314,0.24482678446872821,0.15066263659614043,0.02113010446343777
1617,E0,2016-12-03,Sunderland,Leicester,H,3.4,3.4,2.3,,,,B365H/B365D/B365A,,0.2875,0.2875,0.425,0.023017902813299296
1617,E0,2016-12-03,Tottenham,Swansea,H,1.36,5.5,9.0,,,,B365H/B365D/B365A,,0.7151112395261485,0.17682750650101128,0.10806125397284022,0.028223410576351693
1617,E0,2016-12-03,West Brom,Watford,H,2.2,3.3,3.75,,,,B365H/B365D/B365A,,0.4437869822485207,0.2958579881656805,0.2603550295857988,0.024242424242424176
1617,E0,2016-12-03,West Ham,Arsenal,A,4.75,4.2,1.75,,,,B365H/B365D/B365A,,0.20638820638820637,0.2334152334152334,0.5601965601965602,0.020050125313283207
1617,E0,2016-12-04,Bournemouth,Liverpool,H,5.0,4.0,1.75,,,,B365H/B365D/B365A,,0.19580419580419584,0.24475524475524477,0.5594405594405595,0.021428571428571352
1617,E0,2016-12-04,Everton,Man United,D,3.6,3.5,2.15,,,,B365H/B365D/B365A,,0.27005203660506016,0.2777678090794904,0.4521801543154495,0.02860834256183087
1617,E0,2016-12-05,Middlesbrough,Hull,H,1.83,3.5,5.25,,,,B365H/B365D/B365A,,0.5343511450381679,0.2793893129770993,0.18625954198473285,0.022638563622169983
1617,E0,2016-12-10,Arsenal,Stoke,H,1.35,5.5,9.5,,,,B365H/B365D/B365A,,0.7206896551724138,0.17689655172413796,0.10241379310344828,0.027822080453659304
1617,E0,2016-12-10,Burnley,Bournemouth,H,3.5,3.5,2.2,,,,B365H/B365D/B365A,,0.27848101265822783,0.27848101265822783,0.4430379746835443,0.025974025974025983
1617,E0,2016-12-10,Hull,Crystal Palace,D,3.5,3.3,2.3,,,,B365H/B365D/B365A,,0.2791467451268848,0.2960647296800294,0.42478852519308563,0.02352719744024112
1617,E0,2016-12-10,Leicester,Man City,H,5.25,4.0,1.7,,,,B365H/B365D/B365A,,0.18515997277059223,0.24302246426140234,0.5718175629680056,0.028711484593837433
1617,E0,2016-12-10,Swansea,Sunderland,H,2.15,3.5,3.6,,,,B365H/B365D/B365A,,0.4521801543154494,0.27776780907949034,0.2700520366050601,0.02860834256183109
1617,E0,2016-12-10,Watford,Everton,H,3.1,3.4,2.45,,,,B365H/B365D/B365A,,0.3147553372378613,0.28698280748157945,0.3982618552805592,0.02486155752623631
1617,E0,2016-12-11,Chelsea,West Brom,H,1.25,6.25,15.0,,,,B365H/B365D/B365A,,0.7792207792207791,0.1558441558441558,0.06493506493506493,0.02666666666666684
1617,E0,2016-12-11,Liverpool,West Ham,D,1.3,6.0,11.0,,,,B365H/B365D/B365A,,0.7491486946651532,0.1623155505107832,0.08853575482406358,0.02680652680652673
1617,E0,2016-12-11,Man United,Tottenham,H,2.2,3.4,3.6,,,,B365H/B365D/B365A,,0.4428364688856729,0.2865412445730825,0.2706222865412446,0.02644087938205586
1617,E0,2016-12-11,Southampton,Middlesbrough,H,1.7,3.7,6.0,,,,B365H/B365D/B365A,,0.57379167743603,0.2636340139570948,0.16257430860687513,0.025172231054584104
1617,E0,2016-12-13,Bournemouth,Leicester,H,2.4,3.4,3.2,,,,B365H/B365D/B365A,,0.40718562874251496,0.2874251497005988,0.3053892215568862,0.023284313725490335
1617,E0,2016-12-13,Everton,Arsenal,H,4.2,3.75,1.91,,,,B365H/B365D/B365A,,0.2315376036464142,0.2593221160839839,0.509140280269602,0.0283221141859884
1617,E0,2016-12-14,Crystal Palace,Man United,A,5.25,4.0,1.7,,,,B365H/B365D/B365A,,0.18515997277059223,0.24302246426140234,0.5718175629680056,0.028711484593837433
1617,E0,2016-12-14,Man City,Watford,H,1.29,6.5,11.0,,,,B365H/B365D/B365A,,0.7600318894499071,0.1508370980600585,0.08913101249003456,0.01994904320485702
1617,E0,2016-12-14,Middlesbrough,Liverpool,A,6.0,4.33,1.6,,,,B365H/B365D/B365A,,0.16298108591323987,0.22583984191211068,0.6111790721746495,0.022613548883756662
